,ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Citizenship,Age,Lifetime Days,Has Linkedin,City,Country,Industry,Interviewed,Pathfinder Assigned,Customer Call Status,Languages,Completeness,Cleaned Country,Country Code,Continent Code,Longitude,Latitude,Continent
1483,1484,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,male,,,184.0,,Nairobi,Kenya,,,,,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
1484,1485,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Dakar,Senegal,,,,Completed,,61.11,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1485,1486,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2017 Alumni ISA,checked,male,,,153.0,,,Malawi,,,checked,,,55.56,Malawi,MW,AF,33.9301963,-13.2687204,Africa
1486,1487,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1487,1488,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,checked,,Senegal,Environmental,,,None,,66.67,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1488,1489,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,male,,,214.0,checked,Johannesburg,South Africa,,,,None,,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1489,1490,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,,,184.0,checked,Abidjan,Cote d'Ivoire,,,checked,,,66.67,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
1490,1491,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,,214.0,,London,United Kingdom,,,,None,,61.11,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1491,1492,RoomMaster,Existing Room member,Free Trial,,ALN,checked,female,,,171.0,,Lagos,Nigeria,,,,#REF!,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1492,1493,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,checked,Dar es Salaam,Tanzania,,,,,,61.11,Tanzania,TZ,AF,35.7878438,-6.5247123,Africa
1493,1494,RoomMaster,Joined post-Sprint - May,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,184.0,checked,,Mauritius,Education,,,,,61.11,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1494,1495,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1495,1496,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,Harare,Zimbabwe,,,,None,,61.11,Zimbabwe,ZW,AF,29.35365015971339,-19.01688,Africa
1496,1497,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1497,1498,RoomMaster,Existing Room member,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
1498,1499,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,Nouakchott,Mauritania,Energy,,checked,Completed,,72.22,Mauritania,MR,AF,-9.2399263,20.2540382,Africa
1499,1500,RoomMaster,Existing Room member,Founding Member,Senior Leader,Advisory Council,checked,female,,,366.0,,Palo Alto,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
1500,1501,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,checked,,Mauritius,Education,,,Completed,,66.67,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1501,1502,RoomMaster,Existing Room member,Free Trial,Senior Leader,,checked,male,,,214.0,,San Diego,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
1502,1503,RoomMaster,Existing Room member,Free Trial,Senior Leader,Entrepreneur in Residence,checked,female,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1503,1504,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,female,,40-50,366.0,,New York,United States of America,,,checked,Completed,,72.22,United States of America,US,,-100.4458825,39.7837304,North America
1504,1505,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,female,,,366.0,,Johannesburg,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1505,1506,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1506,1507,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,male,,,366.0,,Port Louis,Mauritius,,,,Completed,,55.56,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1507,1508,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,40-50,214.0,,,Ireland,,,checked,Completed,,66.67,Ireland,IE,EU,-7.9794599,52.865196,Europe
1508,1509,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,,,214.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1509,1510,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Abidjan,Cote d'Ivoire,,,,None,,55.56,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
1510,1511,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Nairobi,Kenya,Computer,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1511,1512,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,31.0,,,United Kingdom,,,,,,44.44,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1512,1513,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1513,1514,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,Insurance,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
1514,1515,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,male,,,153.0,checked,,Morocco,,,checked,,,61.11,Morocco,MA,AF,-7.3362482,31.1728205,Africa
1515,1516,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,Insurance,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1516,1517,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,female,,,153.0,,,Rwanda,,,checked,,,55.56,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1517,1518,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Seattle,United States of America,Social Service,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
1518,1519,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1519,1520,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1520,1521,RoomMaster,XL Dakar,Free Trial,Senior Leader,XL Dakar,checked,female,,40-50,214.0,,Dakar,Senegal,,,,None,,66.67,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1521,1522,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Saint Louis,Senegal,,,,None,,61.11,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1522,1523,RoomMaster,Existing Room member,Free Trial,Senior Leader,Staff Alumni,checked,female,,,214.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1523,1524,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,50-60,214.0,,Zurich,Switzerland,,,,Completed,English; French; German,72.22,Switzerland,CH,EU,8.444947437939408,46.813331250000005,Europe
1524,1525,RoomMaster,Existing Room member,Founding Member,Senior Leader,Advisory Council,checked,female,,,366.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1525,1526,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,checked,Johannesburg,South Africa,,,,None,,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1526,1527,RoomMaster,LP Nairobi 2018,Free Trial,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,,Kenya,,,,Completed,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
1527,1528,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,London,United Kingdom,,,,Completed,,61.11,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1528,1529,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,,female,,,214.0,,,South Africa,,,,None,,50.0,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1529,1530,RoomMaster,Existing Room member,Free Trial,Senior Leader,Advisory Council,checked,female,,,214.0,,Accra,Ghana,,,,Completed,,61.11,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1530,1531,RoomMaster,XL Dakar,Free Trial,Young Leader,XL Dakar,checked,female,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1531,1532,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,checked,Dakar,Senegal,,,,Completed,,66.67,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1532,1533,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,40-50,214.0,,Nairobi,Kenya,,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
1533,1534,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,Saratoga Springs,United States of America,,,,Completed,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
1534,1535,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
1535,1536,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,male,,,214.0,,Johannesburg,South Africa,,,,Completed,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1536,1537,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,184.0,,Durban,South Africa,,,checked,,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1537,1538,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,30-40,214.0,,Nairobi,Kenya,,,,None,English; French; Swahili,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
1538,1539,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,female,,,214.0,,Johannesburg,South Africa,Financial,,,None,,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1539,1540,RoomMaster,,Premium Paying,Mid-career Leader,ALUSB 2017 Alumni ISA,checked,female,,,123.0,checked,,Cameroon,,,checked,,,55.56,Cameroon,CM,AF,13.1535811,4.6125522,Africa
1540,1541,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1541,1542,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Staff Nomination,checked,female,,,153.0,,,Cote d'Ivoire,,,,,,50.0,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
1542,1543,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
1543,1544,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,20-30,214.0,,,Kenya,Beverage,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1544,1545,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Kenya,,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1545,1546,RoomMaster,DSLP Nairobi 2020,Premium Paying,Young Leader,DSLP Nairobi 2020,checked,male,,,214.0,checked,,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1546,1547,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,,,214.0,,Lagos,Nigeria,,,,Completed,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1547,1548,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,Nigeria,,,,None,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1548,1549,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,Mauritania,,,,None,,55.56,Mauritania,MR,AF,-9.2399263,20.2540382,Africa
1549,1550,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
1550,1551,RoomMaster,XL Nairobi 2020,Free Trial,Mid-career Leader,XL Nairobi 2020,,female,,,214.0,,Nairobi,Kenya,Publishing,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1551,1552,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,checked,San Francisco,United States of America,Entertainment,,,None,,72.22,United States of America,US,,-100.4458825,39.7837304,North America
1552,1553,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1553,1554,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,,,184.0,,Lagos,Nigeria,Computer,,,,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1554,1555,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,,Kenya,,,checked,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1555,1556,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Dakar,Senegal,,,,Completed,,61.11,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1556,1557,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,,female,,,214.0,,Nairobi,Kenya,Financial,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1557,1558,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Port Louis,Mauritius,,,,None,,55.56,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1558,1559,RoomMaster,,Founding Member,Senior Leader,,checked,male,,,92.0,,,United States of America,,Webinar,,,,44.44,United States of America,US,,-100.4458825,39.7837304,North America
1559,1560,RoomMaster,AIIP 2020,Free Trial,Mid-career Leader,AIIP 2020,,male,,,214.0,,,Kenya,,,,None,,50.0,Kenya,KE,AF,38.4313975,1.4419683,Africa
1560,1561,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1561,1562,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,male,,40-50,366.0,,Nairobi,Kenya,Manufacturing,,,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1562,1563,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Kenya,Insurance,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1563,1564,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1564,1565,RoomMaster,The Room staff,Staff Membership,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,Nairobi,Kenya,,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1565,1566,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,20-30,214.0,,Nairobi,Kenya,,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
1566,1567,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,Kenya,,,,Completed,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
1567,1568,RoomMaster,XL Nairobi 2020,Free Trial,Mid-career Leader,XL Nairobi 2020,checked,female,,,214.0,,Nairobi,Kenya,Publishing,,,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1568,1569,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,female,,,214.0,checked,Johannesburg,South Africa,,,,Completed,,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1569,1570,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Johannesburg,South Africa,,,,Completed,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1570,1571,RoomMaster,,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,61.0,,,,,,checked,,,44.44,Unknown,,,,,
1571,1572,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,San Francisco,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
1572,1573,RoomMaster,Existing Room member,Premium Paying,Young Leader,ALA Alumni,checked,female,,20-30,214.0,,Portland,United States of America,Education,,checked,Completed,,77.78,United States of America,US,,-100.4458825,39.7837304,North America
1573,1574,RoomMaster,Joined post-Sprint - May,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,184.0,,Pamplemousses,Mauritius,Education,,,,,61.11,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1574,1575,RoomMaster,"""Lifetime Member"" - joined May",Free Trial,Senior Leader,Corporate Partner,checked,female,,,184.0,,Copenhagen,Denmark,,,,,,55.56,Denmark,DK,EU,10.3333283,55.670249,Europe
1575,1576,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,Nairobi,Kenya,,,checked,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1576,1577,RoomMaster,,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,31.0,,Accra,Ghana,,,,,,50.0,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1577,1578,RoomMaster,ALU staff,Staff Membership,Young Leader,AL Staff,checked,female,,,214.0,,Kigali,Rwanda,Education,,,None,,66.67,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1578,1579,RoomMaster,,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,61.0,,,,,,checked,,,44.44,Unknown,,,,,
1579,1580,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,,,214.0,checked,Johannesburg,South Africa,,,,Completed,,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1580,1581,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1581,1582,RoomMaster,Existing Room member,Founding Member,Senior Leader,The Room,checked,male,,,366.0,,Nairobi,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1582,1583,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,ALN,,female,,,214.0,checked,Lagos,Nigeria,,,checked,None,,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1583,1584,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Kigali,Rwanda,Education,,,None,,66.67,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1584,1585,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1585,1586,RoomMaster,Existing Room member,Free Trial,Young Leader,Parent,checked,female,,,214.0,,Pamplemousses,Mauritius,Education,,,None,,66.67,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1586,1587,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,female,,,366.0,,Lagos,Nigeria,,,,None,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1587,1588,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,male,,,214.0,,London,United Kingdom,Social Media,,checked,Completed,,72.22,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1588,1589,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,,,214.0,,,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
1589,1590,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1590,1591,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,,,214.0,,Accra,Ghana,,,,None,,61.11,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1591,1592,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,male,,40-50,366.0,,New York,United States of America,,,,None,,66.67,United States of America,US,,-100.4458825,39.7837304,North America
1592,1593,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,San Francisco,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
1593,1594,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,,,214.0,,Nairobi,Kenya,Manufacturing,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1594,1595,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,male,,20-30,214.0,,Nairobi,Kenya,Education,,,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
1595,1596,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1596,1597,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,,male,,,214.0,,Mombasa,Kenya,,,,Completed,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
1597,1598,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALU Alumni,checked,male,,,214.0,,Pamplemousses,Mauritius,Education,,,None,,66.67,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1598,1599,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Port Elizabeth,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1599,1600,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Kenya,,,checked,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1600,1601,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Brampton,Canada,,,,None,,61.11,Canada,CA,,-107.991707,61.0666922,North America
1601,1602,RoomMaster,The Room staff,Free Trial,Mid-career Leader,AL Staff,checked,male,,,123.0,,,Kenya,,,,,,50.0,Kenya,KE,AF,38.4313975,1.4419683,Africa
1602,1603,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1603,1604,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,,,366.0,,Johannesburg,South Africa,,,checked,Completed,,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1604,1605,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,Guinea-Bissau,,,,None,,55.56,Guinea-Bissau,GW,AF,-15.535471371611193,11.6688305,Africa
1605,1606,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,Nairobi,Kenya,Education,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
1606,1607,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,female,,,214.0,,Nairobi,Kenya,,,checked,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1607,1608,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Dubai,United Arab Emirates,,,,None,,61.11,United Arab Emirates,AE,AS,53.9994829,24.0002488,Asia
1608,1609,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,male,,,366.0,,Nairobi,Kenya,,,,Completed,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
1609,1610,RoomMaster,The Room staff,Staff Membership,Senior Leader,AL Staff,checked,female,,40-50,214.0,,Durban,South Africa,Education,,,Completed,,72.22,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1610,1611,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Accra,Ghana,Computer,,,None,,66.67,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1611,1612,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,AL Staff,checked,female,,20-30,214.0,,Nairobi,Kenya,Social Media,,,,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1612,1613,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Cairo,Egypt,,,,,,55.56,Egypt,EG,AF,29.2675469,26.2540493,Africa
1613,1614,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,male,,,366.0,checked,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1614,1615,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,184.0,,Cotonou,Benin,,,,,,55.56,Benin,BJ,AF,2.31006719638123,9.2231105,Africa
1615,1616,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,checked,Kigali,Rwanda,Education,,,Completed,,72.22,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
